,reviewed_at,helpful,content,review_heading,rating,images,review_id,country,year,season,RT,zone,found_helpful
2729,2020-01-18,0,"Love, but too heavy for Southern weather",Comforter set,5,,R25H6F9RS7D6KV,USA,2020,winter,Positive,North-America,False
2730,2019-06-17,0,Nice color,Pleased,5,,R2CJKY9GOY51EF,USA,2019,spring,Positive,North-America,False
2731,2017-12-08,0,had this for a few months now. really love it. I have kids so this has been washed quite a few times and no tearing or clumping.,really love it. I have kids so this has been ...,5,,R2D08L4RPK3Y31,USA,2017,autumn,Positive,North-America,False
2732,2018-09-17,0,I ordered this for one of my guests. He enjoyed with this product and had a comfortable sleep.,"As mentioned, its really soft and premium quality",4,,R3F5WJ111LNAAP,USA,2018,summer,Positive,North-America,False
2733,2017-03-14,0,This comforter keeps us warm and it's not too thick. Very great quality.,Very great quality.,5,,R12GEG42GFTSN1,USA,2017,winter,Positive,North-America,False
2734,2018-07-25,0,Good product and my dog love it which is all that matters!,Dogs love it😎,5,,R131HB1RVTB722,USA,2018,summer,Positive,North-America,False
2735,2019-03-31,0,"Nice comforter, could be a little warmer on a cold night.",Good for the price!,5,,R1CDEEQ63TXP2A,USA,2019,spring,Positive,North-America,False
2736,2019-02-01,0,Bought for my niece. She loved it!,Good quality,5,,R3QEOCUT03UGPS,USA,2019,winter,Positive,North-America,False
2737,2019-04-04,0,Came with a 2 inch cut in outer package and on comforter,Customer support not helpful,1,,R37EG24OT8WA6,USA,2019,spring,Negative,North-America,False
2738,2019-05-10,0,It's Walmart quality and much much warmer than I expected but the color was pretty accurate,I like it,4,,RVDWEYHF4PTVD,USA,2019,spring,Positive,North-America,False
2739,2021-01-28,0,great,comfort,5,,R2PZYZ8IZTB56C,USA,2021,winter,Positive,North-America,False
2740,2020-11-17,0,Love it,Great buy,5,,R3TIDW243GTABE,USA,2020,autumn,Positive,North-America,False
2741,2018-12-07,0,Have only had a couple weeks but so far I really like this product. It is very soft and easy to clean.,My kids love,5,,RZ9N1AG56J7M,USA,2018,autumn,Positive,North-America,False
2742,2020-10-27,0,Nice comforter,Was delivered to the wrong address,5,,RNK46OFF5VFJT,USA,2020,autumn,Positive,North-America,False
2743,2019-11-13,0,I love it!,Cute and cozy,5,,R19YMNSTD154MI,USA,2019,autumn,Positive,North-America,False
2744,2020-09-08,0,Loved the feel and weight,It lived up to its expectations,4,,R2S44QRHP6QQOI,USA,2020,summer,Positive,North-America,False
2745,2017-03-07,0,very soft right color love it,Five Stars,5,,R3BR205C8SUNUX,USA,2017,winter,Positive,North-America,False
2746,2019-12-19,0,"Great quality for the price! Super soft, light and warm!",Great purchase!,5,,R1O4XHKZZI22EB,USA,2019,autumn,Positive,North-America,False
2747,2020-07-26,0,"Softnesss , my bed",How comfortable,5,,R1TNTQKMTAJ5FY,USA,2020,summer,Positive,North-America,False
2748,2019-12-11,0,"LIKED THAT THE COMFORTER WAS LESS BULKY, BUT VERY WARM",wARMTH WITH LESS BULK,4,,R1MF87QOJQM91K,USA,2019,autumn,Positive,North-America,False
2749,2019-06-06,0,Bought these for my daughters dorm room.They are so soft and comfortable!,Great buy!,5,,RT8GGS0Z50M2C,USA,2019,spring,Positive,North-America,False
2750,2016-11-23,0,This comforter is EXCELLENT!  All three of us love it!,This comforter is EXCELLENT!,5,,R13E1DZ94CQPCA,USA,2016,autumn,Positive,North-America,False
2751,2018-12-11,0,My daughter loves this blanket! The color is beautiful and rich. The weight is just right.,Loved by my tween girl!,5,,R11KXCKYIOQC40,USA,2018,autumn,Positive,North-America,False
2752,2020-02-12,0,Washed and dried beautifully!,It's just right!,5,,R2UYSSMKCNDO9R,USA,2020,winter,Positive,North-America,False
2753,2020-03-19,0,"Comfy, soft, and warm",Great,5,,R1LOC6O64IVYNZ,USA,2020,winter,Positive,North-America,False
2754,2019-10-04,0,"My girlfriend bought these, they are the warmest blankets I have ever been under.","Soft, Warm, worth it",5,,RQF8Q9TXG38Q0,USA,2019,autumn,Positive,North-America,False
2755,2019-08-06,0,I bought this comforter for my daughter’s dorm room and she absolutely loves it! Very soft and lightweight!,Super soft,5,,R1H9M5A47EA5ZS,USA,2019,summer,Positive,North-America,False
2756,2019-04-30,0,.... without the hassle of a cover! Not too hot or heavy. Exactly what I was looking for.,Everything I love about a duvet...,5,,R2RUCD95IBYKD4,USA,2019,spring,Positive,North-America,False
2757,2020-04-12,0,Me and my husband love the comforter... gonna order my daughter one,So comfy,5,,R2I8KFMAPHW8TI,USA,2020,spring,Positive,North-America,False
2758,2019-06-21,0,I used this comforter for my first room. Good quality.  Fast delivery. Great product.  I'd order again,Fast delivery.  Great product,5,,RB934JFGKS765,USA,2019,summer,Positive,North-America,False
2759,2019-08-29,0,"Very soft, great value",Great Value,5,,R1CYV2DGADMD8J,USA,2019,summer,Positive,North-America,False
2760,2016-10-21,0,Great quality,Five Stars,5,,RBK6B2RXK6TOQ,USA,2016,autumn,Positive,North-America,False
2761,2019-10-05,0,"Just as advertised, even better for the great price.",Add a warmth without the bulk.  Fabric is soft and luxurious.  Handsome on bed.,5,,RBLYHI93HQ5FN,USA,2019,autumn,Positive,North-America,False
2762,2018-05-16,1,Was smaller than I expected. Should have ordered a king for my queen bed.,Three Stars,3,,R1QM6TPJJ2K9WV,USA,2018,spring,Neutral,North-America,True
2763,2020-12-14,0,Very comfy,Amazing!,5,,R2BGN6B4NWY19F,USA,2020,autumn,Positive,North-America,False
2764,2019-02-13,0,"I have enjoyed this product, lightweight yet very warm on very cold nights.",Great down comforter!,5,,R39WIA8NWKQMJY,USA,2019,winter,Positive,North-America,False
2765,2019-06-25,0,Excellent quality and great price!,Love this item!,5,,R1UCVR6O5FKYSN,USA,2019,summer,Positive,North-America,False
2766,2015-12-03,1,Impressed with the quality,Five Stars,5,,R33HCLIWU7PJED,USA,2015,autumn,Positive,North-America,True
2767,2019-10-09,0,Soft and cozy.,Great buy!,5,,R49K8HOW27X6A,USA,2019,autumn,Positive,North-America,False
2768,2019-10-24,0,Great product. Real soft and comfy,Soft and comfy,5,,R3SWZQ0LEIQ904,USA,2019,autumn,Positive,North-America,False
2769,2016-10-22,0,beautiful color; light yet warm,Five Stars,5,,R1IQQYHDKC3AD2,USA,2016,autumn,Positive,North-America,False
2770,2019-06-09,0,Not too light weight that it won’t keep you warm but not a super heavy comforter for winter. Nice quality for the price.,Good quality for the price,5,,R3OEHXU94ANT3L,USA,2019,spring,Positive,North-America,False
2771,2019-06-15,0,There is an undeniable seam pull in the middle of the comforter,I would like to have the same comforter or an accompany of sheets to accommodate this error,2,https://images-na.ssl-images-amazon.com/images/I/61x8nvJ7RoL._SY88.jpg,R2PGKLDAJ9YO6T,USA,2019,spring,Negative,North-America,False
2772,2019-05-02,0,I like this comforter.,Purchased,5,,R2SABZ62433V7J,USA,2019,spring,Positive,North-America,False
2773,2016-06-27,5,My daughter just loves her new blanket. I could not find a nice purple but this one did the trick! It is very big which is cool because I fit it with my daughter and at the same time it is light. My daughter is very happy so I have to give it 5 stars :),My daughter loves me for that blanket :),5,,R2XWLGYKIFUU1O,USA,2016,summer,Positive,North-America,True
2774,2019-03-12,0,This comforter literally feels like tiny cloud pillows sewn together. ‘‘Tis super soft and light. 10 out of 10 approve and recommend.,Love,5,,R1VZ2MRHP1P48,USA,2019,winter,Positive,North-America,False
2775,2018-12-26,0,Warm and soft,Good value,5,,R3JCFKCPGO5CVG,USA,2018,winter,Positive,North-America,False
2776,2019-01-12,0,"I needed a hypoallergenic comforter, and this is the perfect one. Not too heavy or too light. Soft and comfortable.",Love it,5,,R1Q68B4AA6RIZ8,USA,2019,winter,Positive,North-America,False
2777,2019-04-13,0,So soft and comfortable. I love it,So soft and comfortable,5,,R2XCD1CYNHYPQ2,USA,2019,spring,Positive,North-America,False
2778,2017-01-12,0,Love it!! It is a good quality one.,Five Stars,5,,R1N38VD66LH8QL,USA,2017,winter,Positive,North-America,False
2779,2020-01-09,0,Average. Nothing special but does the job.,Comfy,3,,R2JEADE8V5LHZB,USA,2020,winter,Neutral,North-America,False
2780,2019-06-04,0,I used this comfort for my teen daughter who really loved how soft it was.  Good value for the price!,"Great value, great comfort!!!",5,,RQ03GFGLRE5WD,USA,2019,spring,Positive,North-America,False
2781,2019-12-02,0,I love it keeps me warm..,Is worth to buy it,5,,R2PGUU71XNU73P,USA,2019,autumn,Positive,North-America,False
2782,2016-04-06,0,very nice comforter,Five Stars,5,,R1PPFHVYRYDEWF,USA,2016,spring,Positive,North-America,False
2783,2019-08-14,0,Really soft and comfortable. Color is very vibrant,Really comfy,4,,R2VG432VK055SH,USA,2019,summer,Positive,North-America,False
2784,2019-09-09,0,loved the softness and the comfort.  It's heavy and keeps me warm.,very soft,5,,RUZSY2DU9GZM7,USA,2019,summer,Positive,North-America,False
2785,2015-12-06,1,I like it.,Five Stars,5,,RTSA9TKT16M27,USA,2015,autumn,Positive,North-America,True
2786,2019-03-14,0,Very nice looking,Nice but not rugged,5,,R3N67P6MIQ41WZ,USA,2019,winter,Positive,North-America,False
2787,2016-03-04,0,Love it! Wish I had it in full...,Five Stars,5,,R33U0GV08UJVJ1,USA,2016,winter,Positive,North-America,False
2788,2016-03-02,0,"Love it! Came in quickly even with standard shipping. Looks exactly like the picture, no weird color like you can sometimes end up with. Very comfortable and soft right out of the package. My son loves his new ""big boy"" bed.",Great product,5,,R35M12R9MEESEX,USA,2016,winter,Positive,North-America,False
2789,2019-04-29,0,Love this. Will probably order another one.,Amazing,5,,R3O410XA2OD1UI,USA,2019,spring,Positive,North-America,False
2790,2020-03-21,0,Very pleased in quality.,I will definitely buy more colors!,5,,R26PAQ4C0H718W,USA,2020,spring,Positive,North-America,False
2791,2017-07-20,0,Thin fabric,Two Stars,2,,RCW4MZ713GMEF,USA,2017,summer,Negative,North-America,False
2792,2018-06-26,0,Very nice comforter! The color is very accurate and it feels amazing. I would definitely recommend!,Good quality comforter,4,,R1O8CUWDIYAJNF,USA,2018,summer,Positive,North-America,False
2793,2019-10-10,0,This product has very slight tears all over it after 2 months of light use.,Not a durable comforter,2,,R2MW6B6576TWEE,USA,2019,autumn,Negative,North-America,False
2794,2016-12-30,0,Purchased for my Grandson for Christmas.,Five Stars,5,,RECC7BR1D8XF7,USA,2016,winter,Positive,North-America,False
2795,2020-02-28,0,Very happy with my purchase highly recommend,Great buy!,5,,R2TCHBB5EQNA5E,USA,2020,winter,Positive,North-America,False
2796,2020-03-17,0,My son loves it. So soft & bright colors,Perfect in any time of year,5,,RPH0F766AC0EZ,USA,2020,winter,Positive,North-America,False
2797,2015-09-25,1,Perfect,Five Stars,5,,RE66J9FU9RD0U,USA,2015,autumn,Positive,North-America,True
2798,2019-02-01,0,"Great comforter, very soft, great material, not too bulky. Would purchase again.",Great!,5,,R129PI1VPYMJ3O,USA,2019,winter,Positive,North-America,False
2799,2020-11-21,0,all good,ALL GOOD,5,,R21KC47HVM5XWN,USA,2020,autumn,Positive,North-America,False
2800,2017-03-20,0,Good Quality!,Four Stars,4,,R2A8RXGHSJI1HK,USA,2017,winter,Positive,North-America,False
2801,2020-04-15,0,Highly recommended,Super comfy,5,,R7HO2OKABLICU,USA,2020,spring,Positive,North-America,False
2802,2019-01-03,0,I love this set! Will definitely buy another one in the future,"Love, love",5,,RU07X1JKJL937,USA,2019,winter,Positive,North-America,False
2803,2019-12-18,0,👏👏👍👍,The color is brilliant,5,,R202DY3WOXNL8W,USA,2019,autumn,Positive,North-America,False
2804,2018-02-26,0,so very soft and compfy,great deal,5,,RZZK4WPOK7EH3,USA,2018,winter,Positive,North-America,False
2805,2019-12-03,0,Price was right......good quality,Happy with purchase,5,,R2WHQPWY2DOFWI,USA,2019,autumn,Positive,North-America,False
2806,2018-10-30,0,"So warm and comfortable, I love it !",Warm!!,5,,R3CNGRD0TY3EOA,USA,2018,autumn,Positive,North-America,False
2807,2020-02-04,0,"Soft, warm, perfect",Comfortable,5,,RWJGU6C1RXSRW,USA,2020,winter,Positive,North-America,False
2808,2017-03-14,0,Really soft!,Would buy again,5,,R2GZSDFVHKPBJM,USA,2017,winter,Positive,North-America,False
2809,2016-08-17,0,"Soft, ample, and nice rich color.",and nice rich color,5,,R2BE0MGA92YR6K,USA,2016,summer,Positive,North-America,False
2810,2020-11-20,0,Great!,Great,5,,RSH6IZBH5WBV1,USA,2020,autumn,Positive,North-America,False
2811,2019-06-01,0,Good product for a good price,Good product for a good price,5,,RBOH7B8K8J92O,USA,2019,spring,Positive,North-America,False
2812,2017-08-16,0,Soft and comfortable. Definitely worth the price.,Happy with purchase,5,,R191B26DFY0ZK,USA,2017,summer,Positive,North-America,False
2813,2019-12-05,0,Great THANK you,It's perfect,5,,R2Y1DUYBT4SX1X,USA,2019,autumn,Positive,North-America,False
2814,2019-09-04,0,Perfect for my son’s college dorm.,Soft and perfect fit,5,,R1E9WN540K9TA5,USA,2019,summer,Positive,North-America,False
2815,2017-07-23,0,Comforter is very soft and smooth. It adds just the right amount of warmth. It stays pretty fluffy.,It stays pretty fluffy.,5,,R3PQGLT4BAP167,USA,2017,summer,Positive,North-America,False
2816,2018-10-01,0,Gave it a 3 for disability as I have only had it for about a week. Very soft and held up well on first wash. Soft and comfortable.,Soft and comfortable,5,,R2BMUACJNXHIJ9,USA,2018,autumn,Positive,North-America,False
2817,2018-09-26,0,"Worked great, very soft perfect mid weight comforter.",Very soft,5,,R1F0GGUO6GTBDO,USA,2018,autumn,Positive,North-America,False
2818,2016-12-28,0,Love it. It's really soft and nicely made.  Gave it to my son for Christmas and he loves it.,Sooo Soft,5,,R1A013DWXHYDPR,USA,2016,winter,Positive,North-America,False
2819,2018-08-23,0,Purchased for my nephew who says it’s amazing,.,4,,RDCXQ58CHD1FI,USA,2018,summer,Positive,North-America,False
2820,2018-09-18,0,Very pretty but the stuffing comes out all over the place. It not good quality,Poor qualitt,2,,RJFA6992TRTYP,USA,2018,summer,Negative,North-America,False
2821,2017-09-25,0,"Does the trick. Nothing special, but will keep you warm at night and is a great buy for the money it costs.",DOES THE TRICK,3,,RBT75VV35T1HE,USA,2017,autumn,Neutral,North-America,False
2822,2018-12-28,0,Great sheets,Excellent sheets,5,,R27LR6BGJJS874,USA,2018,winter,Positive,North-America,False
2823,2020-07-16,0,I love the color and the texture,Comfortable,5,,R2YLSO27NIV8WK,USA,2020,summer,Positive,North-America,False
2824,2015-10-08,1,great,Five Stars,5,,R1QRRZF94GIZNC,USA,2015,autumn,Positive,North-America,True
2825,2019-05-04,0,Love how soft and cozy,Follow the instructions for washing,5,,R2XYF629T9TUGA,USA,2019,spring,Positive,North-America,False
2826,2016-09-15,0,Very nice comforter for our son to use at college.,Four Stars,4,,R175Q1FEMIZ23Y,USA,2016,summer,Positive,North-America,False
2827,2016-07-30,0,Good Quality.,Four Stars,4,,R2XDD4T56CKYT2,USA,2016,summer,Positive,North-America,False
2828,2019-08-02,0,Loved the color - absolutely perfect for my daughters dorm room.,Perfect Dorm Room Essential.,5,,R2Y8ZI3PVVW5NG,USA,2019,summer,Positive,North-America,False
2829,2018-03-10,0,and looks great.,Super soft...,5,,R11P3A6CSC83AW,USA,2018,winter,Positive,North-America,False
2830,2020-02-25,0,It is real soft which is a good score with my child,The size. It was a little big but it's okay.,5,,R22OIS4H8BYUO5,USA,2020,winter,Positive,North-America,False
2831,2020-10-26,0,Love it,Clean soft well made,5,,R392KZHANFOCQG,USA,2020,autumn,Positive,North-America,False
2832,2018-11-16,0,"Love the feel, easy to wash, my teenage daughter loves it because it keeps her warm enough but not too warm overnight.",Lightweight perfect comfort,5,,R1YULAV6RRLXS3,USA,2018,autumn,Positive,North-America,False
2833,2019-04-03,0,They are extremely soft.,Great product!,5,,R2GIEB2VMWIRY0,USA,2019,spring,Positive,North-America,False
2834,2017-03-22,0,Heavy weight just like I like and super comfy in my duvet cover,Five Stars,5,,R3HZ4ISPHKSFO8,USA,2017,spring,Positive,North-America,False
2835,2019-04-09,0,"It is perfect in size, weight and I love the color. It is just amazing!!",LOVE IT,5,,R25N6OJ16QEUYP,USA,2019,spring,Positive,North-America,False
2836,2017-03-18,0,"My son loves this, the orange color is awesome!!!!",the orange color is awesome!!,5,,R3V8GTQLBHQQSN,USA,2017,winter,Positive,North-America,False
2837,2019-11-25,0,Very pretty looks just like the picture,Good value,5,,RIJL5DFXIIVB0,USA,2019,autumn,Positive,North-America,False
2838,2017-03-13,0,Love this.  Feels so soft.  I like the weight of it.  It may get too warm for the summer months but winter is perfect.,Love this. Feels so soft,5,,R3QQ888JN1VPN8,USA,2017,winter,Positive,North-America,False
2839,2017-01-12,0,My son loves his comforter! So soft and warm.,Five Stars,5,,RWL7AS2ZXYMON,USA,2017,winter,Positive,North-America,False
2840,2019-03-27,0,Nice ti find one all black fast service,Fast service,4,,R2GOOY9V3LKQO,USA,2019,spring,Positive,North-America,False
2841,2018-08-06,1,Bought for my son’s college dorm bed. He loves it!,"Great price, even better value",5,,RCN9Q8DWKIVRI,USA,2018,summer,Positive,North-America,True
2842,2017-01-02,0,Great price fast shipping!!,Great buy,5,,R3US9XTE0JRDLR,USA,2017,winter,Positive,North-America,False
2843,2018-11-29,0,Soft material. Lightweight.  Very comfortable.,Great value.,5,,R3745AQ4QP9YMA,USA,2018,autumn,Positive,North-America,False
2844,2020-03-09,0,The set did not include a sheet.,Not enough pieces included,2,,R2XM40RUP839IP,USA,2020,winter,Negative,North-America,False
2845,2019-12-07,0,Look nice,confort,5,,RO1K1CRROC2NG,USA,2019,autumn,Positive,North-America,False
2846,2018-09-15,0,It went off to college yesterday.  Looks great.,College Comforter,4,,R2FDOLVJY2EN9B,USA,2018,summer,Positive,North-America,False
2847,2019-02-11,0,"Soft, Light weight, Easy to clean.","Soft Comforter, must have!",5,,RYGLSUM1L0WB3,USA,2019,winter,Positive,North-America,False
2848,2018-12-25,0,Using on my son's bed he loves it so far comfortable and looks to be nice quality,Good,5,,R3VYEAJX01RU8L,USA,2018,winter,Positive,North-America,False
2849,2018-11-06,0,Really soft and easy to fit on bed. Really happy with the quality so far.,Nice and Soft,5,,R1EQJXECJN4HZ9,USA,2018,autumn,Positive,North-America,False
2850,2019-12-03,0,This is very soft. Its lightweight but nice and warm. Good quality,Soft and warm,4,,R6BYRY8QDF2YQ,USA,2019,autumn,Positive,North-America,False
2851,2019-04-09,0,Really good quality better than I had expected.,Good quality,5,,R1U3VE12DCRVV9,USA,2019,spring,Positive,North-America,False
2852,2019-03-18,0,It’s very comfortable and the perfect thickness to keep you nice and cozy.,Very comfortable and easy to wash,5,,R4EQFINK1DANP,USA,2019,winter,Positive,North-America,False
2853,2019-12-10,0,Perfect,Perfect,5,,R36AUQLA3MZ19T,USA,2019,autumn,Positive,North-America,False
2854,2019-08-11,0,Very soft and comfortable. My boys love them!,Soft and comfortable,5,,R2REMGJ7YOAPLM,USA,2019,summer,Positive,North-America,False
2855,2019-09-19,0,Love this comforter and a great value,Cozy at a great price,5,,R3VOXD92Z6YLH9,USA,2019,summer,Positive,North-America,False
2856,2019-06-24,0,This made my son very happy and was not too expensive.,Just right,5,,R1TQ7DDCA8EIEC,USA,2019,summer,Positive,North-America,False
2857,2019-07-03,0,I love how it is very light weight and is also very easy to wash. Isn't so heavy that you wake up sweating.,Super comfortable!,5,,R29VBZ6AQU6HSJ,USA,2019,summer,Positive,North-America,False
2858,2019-02-16,0,Great product for the price.,Great product for the price,5,,R18LFHJDJMNDA3,USA,2019,winter,Positive,North-America,False
2859,2015-10-08,0,Not bad for the price.,Four Stars,4,,R9FN3MGQPJVS2,USA,2015,autumn,Positive,North-America,False
2860,2019-03-05,0,A pleasure. Surprisingly luxurious.,Comfy,4,,R24HIP9Z7Z4NV4,USA,2019,winter,Positive,North-America,False
2861,2015-07-23,4,"Awesome, good quality and soft for my 7 yr. Old",Five Stars,5,,R3NIGI94O45SAY,USA,2015,summer,Positive,North-America,True
2862,2018-12-16,0,I haven't used the product yet but I'm very satisfied with it.,That it feels very comfortable.,5,,R1SVRT1NPWZNV4,USA,2018,autumn,Positive,North-America,False
2863,2018-06-29,0,So soft and great price.  Haven't used it yet but looking forward to trying it.,So soft and great price. Haven't used it yet but looking forward ...,5,,R23FH77E2GF2PW,USA,2018,summer,Positive,North-America,False
2864,2018-01-22,0,"This comforter is light, warm , and  soft.",Very comfortable!,5,,RL15BGOC379AO,USA,2018,winter,Positive,North-America,False
2865,2018-08-29,0,"It's not the absolute highest quality, but it was just what I was looking for and a good price for it.",Perfect for what I was looking for,4,,R3FC35CCKEDU1B,USA,2018,summer,Positive,North-America,False
2866,2019-02-20,0,This comforter is well made and lightweight but very warm. My son loves it.,Great!!! Buy!!!,5,,R1MTV6WUPZ5K9M,USA,2019,winter,Positive,North-America,False
2867,2020-02-12,0,Love comfortable,Great value,5,,R3FN0PTER83QQS,USA,2020,winter,Positive,North-America,False
2868,2016-09-16,0,just right for college,Five Stars,5,,R1CA2QD53DLANW,USA,2016,summer,Positive,North-America,False
2869,2020-02-19,0,Was nice and bright and light,Great buy,4,,R3A0AP5DQEQO8B,USA,2020,winter,Positive,North-America,False
2870,2018-12-07,0,Love the warmth of this blanket. I got the queen size and it is amazing!,Super warm!,5,,RK37C7WRQWH4O,USA,2018,autumn,Positive,North-America,False
2871,2020-01-31,0,Nice,Nice,5,,R7MIGJUG5F23Q,USA,2020,winter,Positive,North-America,False
2872,2020-01-17,0,Love it. The color if great.looks just like the pic on line,Pretty and soft.,5,,R1FL6BFDBV3U4I,USA,2020,winter,Positive,North-America,False
2873,2019-02-28,0,I love the feel of this comforter!,Love,4,,R3N3B0CESESAVT,USA,2019,winter,Positive,North-America,False
2874,2019-05-14,0,Great color (navy blue) lightweight.  Very pleased with the quality.,Pleasantly surprised with the product.  A great price!,5,,RFGCG8GMM2ZD6,USA,2019,spring,Positive,North-America,False
2875,2020-03-14,0,Quality not good. Came apart almost instantly,Poor quality; durability issues,1,,R3VYDWI27URTI2,USA,2020,winter,Negative,North-America,False
2876,2018-11-19,0,"Great comforter for the price, good color grey, looks to be easy to clean. Very comfy.",Great Comforter! Feels more expensive than what it is.,5,,R1UFN6THDJDJ0A,USA,2018,autumn,Positive,North-America,False
2877,2019-11-18,0,Very comfortable and stylish,Very comfortable,5,,RW9EQHRAOV5JZ,USA,2019,autumn,Positive,North-America,False
2878,2019-12-18,0,"Wonderful product!  Very soft, light weight, but yet very warm.",Quality,5,,R2K4U0USIDSG9J,USA,2019,autumn,Positive,North-America,False
2879,2019-03-26,0,Bought this for my son and he loves it.,Comfy,5,,R5TNLRL8XLDHE,USA,2019,spring,Positive,North-America,False
2880,2018-08-07,0,Exceeded expectations.. Very comfortable..,Super comfortable,5,,R2SPHSNVRNT5GS,USA,2018,summer,Positive,North-America,False
2881,2019-12-31,0,Not what i expected.  Pictures can be deceiving .,It ok,3,,RQ700YK4G1XSC,USA,2019,winter,Neutral,North-America,False
2882,2019-10-14,0,I love my new comforter.,Love it,5,,RT44P74NECHWJ,USA,2019,autumn,Positive,North-America,False
2883,2019-04-11,0,Blanket is super soft. Nicer than I expected.,Great for the price!,5,,R18AMHKW4T2W9T,USA,2019,spring,Positive,North-America,False
2884,2017-03-11,0,very comfortable. warm in the winter. completely envelops my twin bed. nice puffy feel. shipped timely as promised.,Five Stars,5,,RYFTZ70J0J4GA,USA,2017,winter,Positive,North-America,False
2885,2017-01-25,0,The comforter color was true to the photo. It washed well. We've been using it for around 4 days & it stays where you place it (it doesn't slide around and end up on the floor). It arrived very quickly. Excellent!,Excellent!,5,,R1ZEPAMNOWD39M,USA,2017,winter,Positive,North-America,False
2886,2016-08-26,0,The quality of this product is excellent.  I was hesitant buying a comforter online but I am glad I took a leap of faith - it's terrific and my son loves it too!,Love the feel!,5,,R2ELONAF9Q9Q29,USA,2016,summer,Positive,North-America,False
2887,2016-09-05,1,Very nice comforter.  The blue color exactly as pictured.  Very soft and fluffy.  My son is very happy with it for his dorm room.,Soft and fluffy!,5,,R38848CN57HZAD,USA,2016,summer,Positive,North-America,True
2888,2015-10-19,1,Looks like the picture. ..GREAT!,Five Stars,5,,RZKJSSA01797K,USA,2015,autumn,Positive,North-America,True
2889,2020-01-18,0,Poor item quality.I can see stitches coming out.,Poor item quality. Do not buy.,1,,R233MBK014SE2R,USA,2020,winter,Negative,North-America,False
2890,2018-12-30,0,Perfect size..,Sizing correct & color.,5,,R1NK5T3NFNIZAV,USA,2018,winter,Positive,North-America,False
2891,2020-01-21,0,Soft and light,Great for bunk beds,5,,R1QHSCVGPKYM2I,USA,2020,winter,Positive,North-America,False
2892,2018-12-18,0,Good quality for the price.,Decent quality for a good price,5,,R1764VCC6XTR66,USA,2018,autumn,Positive,North-America,False
2893,2020-06-11,0,Love it,Love it,5,,R1QAAZGZLJBDGK,USA,2020,spring,Positive,North-America,False
2894,2016-08-24,0,Beautiful,Five Stars,5,,R85DVUW7N0RW2,USA,2016,summer,Positive,North-America,False
2895,2020-02-29,0,Absolutely love it,Must buy,5,,R24DBNZ4G6I519,USA,2020,winter,Positive,North-America,False
2896,2019-04-14,0,"This is a very nice comforter, good for cold weather, very warm. Soft and washes nice",Nice comforter,5,,R1KK5TF0MW5GZT,USA,2019,spring,Positive,North-America,False
2897,2019-02-03,1,Wasnt as fluffy as I thought it was gonna be.,Not as warm,3,,R2C3L83QORUQLD,USA,2019,winter,Neutral,North-America,True
2898,2016-04-15,0,"Soft, perfect size. Color is true to picture.",perfect size. Color is true to picture,5,,R2DV370HFZ43BO,USA,2016,spring,Positive,North-America,False
2899,2018-11-30,0,Seems nice enough but no shams in with mine. Has this happened to anyone else?,Not as advertised,2,,R1FMEZSMH4BH44,USA,2018,autumn,Negative,North-America,False
2900,2016-07-17,1,:),Five Stars,5,,RLXBI0FYW95BL,USA,2016,summer,Positive,North-America,True
2901,2016-07-27,0,Looks great with the Amazon sheets I bought.,Five Stars,5,,R1LCPNLZX2FULH,USA,2016,summer,Positive,North-America,False
2902,2020-02-17,0,Speedy delivery and high quality,True to order,5,,R2PQJ985EGSEWM,USA,2020,winter,Positive,North-America,False
2903,2020-01-28,0,So comfy my son stole it from me.,...,5,,R1S3CSKFYN8D0,USA,2020,winter,Positive,North-America,False
2904,2020-01-01,0,Very soft and comfy. Super fast delivery.,Recommend highly!,5,,R16P8KTSR5KKK0,USA,2020,winter,Positive,North-America,False
2905,2019-09-19,0,It came with little holes in it it’s stuffing everywhere!!!,Buy at your own risk,1,,R262R6QD0VQ4K5,USA,2019,summer,Negative,North-America,False
2906,2017-05-25,1,the material was not what I expected and I returned the shipment wasn't even unpacked just by opening a little corner and feeling it was enough,the material was not what I expected and I returned ...,1,,R26FAGA9BSTE83,USA,2017,spring,Negative,North-America,True
2907,2017-04-01,0,"Softest materal, fluffy fill, my sons love these.",my sons love these.,5,,R17CVDZ0YV9HKA,USA,2017,spring,Positive,North-America,False
2908,2020-01-11,0,So nice,Love it,5,,R1VXQS66ZVSDO6,USA,2020,winter,Positive,North-America,False
2909,2017-03-27,0,My son loves it!Is perfect for Fall & Spring seasons,Great quality!,5,,R1EWPWOWKOEO6K,USA,2017,spring,Positive,North-America,False
2910,2019-07-21,0,I loved the weight of the comforter and it was very soft,Perfect,5,,R1F0SGNH04CB7B,USA,2019,summer,Positive,North-America,False
2911,2016-05-23,0,"Soft, comfy and at a wonderful price",comfy and at a wonderful,5,,R23RVNVV0044I8,USA,2016,spring,Positive,North-America,False
2912,2019-07-24,0,A+,Arrived as described,5,,RFJLALF6VA6ON,USA,2019,summer,Positive,North-America,False
2913,2017-02-26,0,Soft and good distribution of fill. Holds up well to machine washing. Love that there's lots of bright colors to choose from for my kids.,Great kids comforter,5,,R3AE3P5L1FLIGE,USA,2017,winter,Positive,North-America,False
